FTR,B365H,B365D,B365A,Column1,Column2,Column3,p1,p2,h
H,3.6,4,1.9,1,0,0,260,-100,260
D,1.4,4.75,7,0,1,0,-100,-100,-100
H,2.25,3.1,3.4,1,0,0,125,-100,125
A,2.62,3.3,2.62,0,0,1,-100,162,-100
D,4.75,3.8,1.72,0,1,0,-100,-100,-100
H,1.4,5,7,1,0,0,40,-100,40
H,1.6,3.8,5.75,1,0,0,60,-100,60
H,2.45,3.5,2.75,1,0,0,145,-100,145
H,2.9,3.3,2.5,1,0,0,190,-100,190
H,2.25,3.6,3,1,0,0,125,-100,125
H,11,6,1.25,1,0,0,1000,-100,1000
H,2.6,3.2,2.87,1,0,0,160,-100,160
H,1.2,7,13,1,0,0,20,-100,20
D,2.05,3.5,3.5,0,1,0,-100,-100,-100
H,2.1,3.5,3.5,1,0,0,110,-100,110
A,2.05,3.5,3.6,0,0,1,-100,260,-100
D,6,4,1.57,0,1,0,-100,-100,-100
A,2.25,3.25,3.25,0,0,1,-100,225,-100
A,2.05,3.5,3.5,0,0,1,-100,250,-100
H,1.55,4,6,1,0,0,55,-100,55
A,10,6.5,1.25,0,0,1,-100,25,-100
A,5,3.8,1.7,0,0,1,-100,70,-100
D,2.2,3.4,3.3,0,1,0,-100,-100,-100
H,3,3.3,2.4,1,0,0,200,-100,200
H,1.9,3.6,4,1,0,0,90,-100,90
H,1.8,3.75,4.5,1,0,0,80,-100,80
D,2.37,3.4,3,0,1,0,-100,-100,-100
A,1.3,6,9,0,0,1,-100,800,-100
H,1.2,7,12,1,0,0,20,-100,20
H,1.66,4,4.8,1,0,0,66,-100,66
H,1.72,3.8,4.75,1,0,0,72,-100,72
H,1.11,9.5,19,1,0,0,11,-100,11
D,2.75,3.3,2.6,0,1,0,-100,-100,-100
A,3.3,3.3,2.25,0,0,1,-100,125,-100
A,2.4,3.3,3,0,0,1,-100,200,-100
A,2.55,3.4,2.7,0,0,1,-100,170,-100
H,3.3,3.8,2.1,1,0,0,230,-100,230
A,4,3.6,1.9,0,0,1,-100,90,-100
A,1.9,3.4,4.2,0,0,1,-100,320,-100
A,3.3,3.6,2.1,0,0,1,-100,110,-100
A,1.14,8,17,0,0,1,-100,1600,-100
H,2.8,3.25,2.6,1,0,0,180,-100,180
H,1.25,6.5,11,1,0,0,25,-100,25
H,3.1,3.1,2.45,1,0,0,210,-100,210
H,1.65,4.2,4.75,1,0,0,65,-100,65
A,2.05,3.4,3.75,0,0,1,-100,275,-100
H,2.35,3.4,3,1,0,0,135,-100,135
A,6,4.2,1.55,0,0,1,-100,55,-100
A,1.83,3.75,4.2,0,0,1,-100,320,-100
A,3.8,3.8,1.9,0,0,1,-100,90,-100
D,4,3.6,1.91,0,1,0,-100,-100,-100
A,2.05,3.6,3.5,0,0,1,-100,250,-100
A,2.3,3.25,3.2,0,0,1,-100,220,-100
A,3.25,3.5,2.2,0,0,1,-100,120,-100
A,3.3,3.5,2.15,0,0,1,-100,115,-100
A,4.75,4,1.7,0,0,1,-100,70,-100
H,1.5,4.33,6.5,1,0,0,50,-100,50
H,1.3,5.5,10,1,0,0,30,-100,30
H,1.29,5.5,11,1,0,0,29,-100,29
A,9.5,6,1.29,0,0,1,-100,29,-100
A,2,3.6,3.6,0,0,1,-100,260,-100
H,1.29,6,9.5,1,0,0,29,-100,29
A,4,3.6,1.91,0,0,1,-100,91,-100
A,2.8,3.3,2.5,0,0,1,-100,150,-100
H,1.95,3.6,3.75,1,0,0,95,-100,95
D,1.13,9,19,0,1,0,-100,-100,-100
D,1.45,4.5,7,0,1,0,-100,-100,-100
A,3.4,3.5,2.1,0,0,1,-100,110,-100
A,1.67,4,5,0,0,1,-100,400,-100
D,5,3.8,1.7,0,1,0,-100,-100,-100
H,5.5,4.33,1.55,1,0,0,450,-100,450
D,1.8,3.8,4.33,0,1,0,-100,-100,-100
A,3.5,3.5,2.1,0,0,1,-100,110,-100
A,2.2,3.6,3.1,0,0,1,-100,210,-100
H,1.29,5.5,11,1,0,0,29,-100,29
A,2,3.5,3.8,0,0,1,-100,280,-100
D,2.6,3.5,2.6,0,1,0,-100,-100,-100
D,1.95,3.6,4,0,1,0,-100,-100,-100
A,3.4,3.5,2.15,0,0,1,-100,115,-100
A,5,4,1.67,0,0,1,-100,67,-100
H,3.3,3.5,2.15,1,0,0,230,-100,230
H,1.91,3.6,4,1,0,0,91,-100,91
H,4.2,3.6,1.85,1,0,0,320,-100,320
H,3.4,3.6,2.1,1,0,0,240,-100,240
A,2.25,3.25,3.3,0,0,1,-100,230,-100
H,2.7,3.3,2.63,1,0,0,170,-100,170
H,2.63,3.3,2.7,1,0,0,163,-100,163
H,1.65,4,5.25,1,0,0,65,-100,65
H,1.62,4,5.25,1,0,0,62,-100,62
H,1.5,4.33,6.5,1,0,0,50,-100,50
A,3.1,3.6,2.2,0,0,1,-100,120,-100
D,4.5,3.6,1.8,0,1,0,-100,-100,-100
H,1.36,5,8.5,1,0,0,36,-100,36
D,1.85,3.75,4,0,1,0,-100,-100,-100
D,2.75,3.1,2.75,0,1,0,-100,-100,-100
D,3.6,3.5,2.05,0,1,0,-100,-100,-100
A,2.88,3.25,2.55,0,0,1,-100,155,-100
H,1.8,3.75,4.75,1,0,0,80,-100,80
D,4.4,3.5,1.85,0,1,0,-100,-100,-100
D,2.38,3.6,2.88,0,1,0,-100,-100,-100
H,1.2,8,11,1,0,0,20,-100,20
H,1.8,3.8,4.2,1,0,0,80,-100,80
A,3.3,3.6,2.1,0,0,1,-100,110,-100
D,1.62,4,5.25,0,1,0,-100,-100,-100
H,8.5,4.5,1.4,1,0,0,750,-100,750
A,1.95,3.6,3.8,0,0,1,-100,280,-100
H,1.85,3.6,4.2,1,0,0,85,-100,85
H,1.33,5.25,8.5,1,0,0,33,-100,33
H,1.4,4.75,8,1,0,0,40,-100,40
H,4,3.8,1.85,1,0,0,300,-100,300
D,1.6,3.8,6,0,1,0,-100,-100,-100
H,2.63,3.3,2.7,1,0,0,163,-100,163
H,4.33,4.2,1.73,1,0,0,333,-100,333
D,1.45,5,6,0,1,0,-100,-100,-100
D,3.3,3.3,2.25,0,1,0,-100,-100,-100
D,1.44,4.75,7,0,1,0,-100,-100,-100
D,3.8,3.5,2,0,1,0,-100,-100,-100
H,1.91,3.5,4.33,1,0,0,91,-100,91
H,3.4,3.6,2.1,1,0,0,240,-100,240
A,2.9,3.2,2.55,0,0,1,-100,155,-100
D,6.5,4,1.53,0,1,0,-100,-100,-100
A,3.75,3.8,1.91,0,0,1,-100,91,-100
H,1.25,6.5,11,1,0,0,25,-100,25
H,1.5,4.33,6.5,1,0,0,50,-100,50
A,2.9,3.5,2.35,0,0,1,-100,135,-100
A,4.5,3.6,1.5,0,0,1,-100,50,-100
D,1.83,3.5,4.5,0,1,0,-100,-100,-100
A,1.65,3.8,5.5,0,0,1,-100,450,-100
A,1.4,4.75,8.5,0,0,1,-100,750,-100
H,2.4,3.3,3,1,0,0,140,-100,140
D,8.5,5.5,1.3,0,1,0,-100,-100,-100
A,1.67,3.6,6,0,0,1,-100,500,-100
A,2.5,3.5,2.7,0,0,1,-100,170,-100
H,1.62,4.33,5.25,1,0,0,62,-100,62
H,1.75,3.6,4.75,1,0,0,75,-100,75
D,2.5,3.2,3,0,1,0,-100,-100,-100
A,2.5,3.2,3,0,0,1,-100,200,-100
H,1.95,3.5,4,1,0,0,95,-100,95
A,4.75,4,1.7,0,0,1,-100,70,-100
H,1.75,3.6,5,1,0,0,75,-100,75
A,10,5.75,1.29,0,0,1,-100,29,-100
D,4.75,3.8,1.73,0,1,0,-100,-100,-100
H,2.55,3.25,2.9,1,0,0,155,-100,155
H,1.36,4.75,10,1,0,0,36,-100,36
H,1.5,4.75,6,1,0,0,50,-100,50
H,1.45,4.5,7,1,0,0,45,-100,45
H,1.22,7,12,1,0,0,22,-100,22
H,2.05,3.3,3.8,1,0,0,105,-100,105
H,1.8,3.6,4.5,1,0,0,80,-100,80
H,1.62,4,5.5,1,0,0,62,-100,62
H,3.3,3.4,2.2,1,0,0,230,-100,230
H,2.75,3.3,2.6,1,0,0,175,-100,175
D,2.7,3,2.88,0,1,0,-100,-100,-100
H,2.38,3.6,2.88,1,0,0,138,-100,138
H,1.95,3.6,3.75,1,0,0,95,-100,95
H,7.5,5,1.4,1,0,0,650,-100,650
H,2.7,3.25,2.7,1,0,0,170,-100,170
D,3.75,3.6,1.95,0,1,0,-100,-100,-100
A,3.75,3.5,1.95,0,0,1,-100,95,-100
H,1.44,4.75,7,1,0,0,44,-100,44
A,9,4.75,1.36,0,0,1,-100,36,-100
A,6,4,1.57,0,0,1,-100,57,-100
D,1.36,5,9,0,1,0,-100,-100,-100
D,2.2,3.3,3.4,0,1,0,-100,-100,-100
H,1.65,3.75,5.5,1,0,0,65,-100,65
H,1.44,4.2,8,1,0,0,44,-100,44
A,2.88,3.25,2.5,0,0,1,-100,150,-100
A,5.5,3.8,1.62,0,0,1,-100,62,-100
H,1.7,3.8,5,1,0,0,70,-100,70
D,1.91,3.6,3.75,0,1,0,-100,-100,-100
D,4.75,3.6,1.75,0,1,0,-100,-100,-100
A,2.25,3.2,3.3,0,0,1,-100,230,-100
D,1.5,4.2,7.5,0,1,0,-100,-100,-100
H,1.25,5.5,15,1,0,0,25,-100,25
H,1.62,4.2,5,1,0,0,62,-100,62
H,1.29,6,9,1,0,0,29,-100,29
H,2.55,3.3,2.8,1,0,0,155,-100,155
D,1.67,4,5,0,1,0,-100,-100,-100
H,2.5,3.25,2.9,1,0,0,150,-100,150
D,3,3.1,2.55,0,1,0,-100,-100,-100
A,1.67,3.8,5.25,0,0,1,-100,425,-100
H,1.73,3.6,5,1,0,0,73,-100,73
H,2.4,3.4,2.9,1,0,0,140,-100,140
D,3.4,3.3,2.2,0,1,0,-100,-100,-100
A,6,4.2,1.53,0,0,1,-100,53,-100
H,1.7,3.75,5,1,0,0,70,-100,70
A,2.55,3.3,2.75,0,0,1,-100,175,-100
D,2.2,3.4,3.25,0,1,0,-100,-100,-100
H,1.65,4,5,1,0,0,65,-100,65
A,3.6,3.25,2.15,0,0,1,-100,115,-100
H,1.5,4.33,6.5,1,0,0,50,-100,50
H,1.6,4.2,5.25,1,0,0,60,-100,60
A,3.6,3.4,2.05,0,0,1,-100,105,-100
A,2.8,3.25,2.63,0,0,1,-100,163,-100
A,1.83,3.75,4.2,0,0,1,-100,320,-100
H,2.55,3.5,2.7,1,0,0,155,-100,155
H,4.2,3.5,1.91,1,0,0,320,-100,320
A,11,6,1.25,0,0,1,-100,25,-100
A,2.1,3.4,3.6,0,0,1,-100,260,-100
D,2.88,3.6,2.38,0,1,0,-100,-100,-100
H,3.6,3.4,2.05,1,0,0,260,-100,260
A,2.63,3.4,2.63,0,0,1,-100,163,-100
A,2.05,3.4,3.7,0,0,1,-100,270,-100
A,2.8,3.1,2.7,0,0,1,-100,170,-100
A,1.45,4.5,7,0,0,1,-100,600,-100
H,2.45,3.1,3,1,0,0,145,-100,145
H,1.14,8.5,15,1,0,0,14,-100,14
D,6,4.2,1.55,0,1,0,-100,-100,-100
A,5.5,4,1.62,0,0,1,-100,62,-100
A,4.2,4.2,1.73,0,0,1,-100,73,-100
D,1.2,7,13,0,1,0,-100,-100,-100
H,2.3,3.4,3.1,1,0,0,130,-100,130
D,2.5,3.25,2.88,0,1,0,-100,-100,-100
D,2.05,3.2,3.75,0,1,0,-100,-100,-100
H,2.38,3.3,3,1,0,0,138,-100,138
H,1.17,7.5,17,1,0,0,17,-100,17
A,2.88,3.2,2.55,0,0,1,-100,155,-100
H,1.83,3.75,4.2,1,0,0,83,-100,83
H,2.45,3.2,3,1,0,0,145,-100,145
H,1.75,4,4.2,1,0,0,75,-100,75
D,2.3,3.5,3,0,1,0,-100,-100,-100
H,6,4.2,1.53,1,0,0,500,-100,500
A,1.7,4,4.75,0,0,1,-100,375,-100
A,3.9,3.9,1.85,0,0,1,-100,85,-100
H,1.55,4.5,5.25,1,0,0,55,-100,55
A,4.75,3.6,1.73,0,0,1,-100,73,-100
A,2.25,3.4,3.2,0,0,1,-100,220,-100
D,2.8,3.6,2.4,0,1,0,-100,-100,-100
H,2.63,3.25,2.75,1,0,0,163,-100,163
H,1.65,3.8,5.5,1,0,0,65,-100,65
H,1.5,4.33,6.5,1,0,0,50,-100,50
H,2.55,3.5,2.7,1,0,0,155,-100,155
A,12,6,1.25,0,0,1,-100,25,-100
H,1.73,3.9,4.6,1,0,0,73,-100,73
H,1.3,5.25,10,1,0,0,30,-100,30
H,1.53,4.5,5.75,1,0,0,53,-100,53
D,2,3.5,3.75,0,1,0,-100,-100,-100
H,1.6,4,5.5,1,0,0,60,-100,60
H,1.25,5.75,11,1,0,0,25,-100,25
H,1.2,7,13,1,0,0,20,-100,20
H,1.95,3.5,3.75,1,0,0,95,-100,95
A,3.3,3.5,2.15,0,0,1,-100,115,-100
H,1.17,8.5,15,1,0,0,17,-100,17
H,1.8,3.8,4.2,1,0,0,80,-100,80
H,2.88,3.3,2.5,1,0,0,188,-100,188
H,1.44,5,6,1,0,0,44,-100,44
A,2.45,3.75,2.63,0,0,1,-100,163,-100
H,3.4,3.75,2.05,1,0,0,240,-100,240
H,2.63,3.5,2.6,1,0,0,163,-100,163
A,1.33,5.25,9,0,0,1,-100,800,-100
H,2.1,3.6,3.4,1,0,0,110,-100,110
D,4.33,4.2,1.7,0,1,0,-100,-100,-100
H,2.25,3.6,2.9,1,0,0,125,-100,125
D,1.5,4.5,6,0,1,0,-100,-100,-100
H,1.83,3.6,4.2,1,0,0,83,-100,83
H,1.36,5,7.5,1,0,0,36,-100,36
A,2.75,3.3,2.5,0,0,1,-100,150,-100
H,2,3.5,3.6,1,0,0,100,-100,100
A,9,4.75,1.36,0,0,1,-100,36,-100
A,1.73,4.2,4.2,0,0,1,-100,320,-100
A,5.25,4.33,1.57,0,0,1,-100,57,-100
H,2,3.8,3.5,1,0,0,100,-100,100
A,1.83,3.9,4,0,0,1,-100,300,-100
A,6,4.75,1.5,0,0,1,-100,50,-100
D,2.45,3.4,2.9,0,1,0,-100,-100,-100
D,1.45,5,6.25,0,1,0,-100,-100,-100
D,2.75,3.3,2.6,0,1,0,-100,-100,-100
H,5.25,4.33,1.57,1,0,0,425,-100,425
H,2.4,3.5,2.88,1,0,0,140,-100,140
H,1.22,7,11,1,0,0,22,-100,22
H,1.25,6,11,1,0,0,25,-100,25
D,1.36,5.5,7,0,1,0,-100,-100,-100
D,4,4.33,1.75,0,1,0,-100,-100,-100
H,1.6,4.33,5,1,0,0,60,-100,60
H,1.36,5.25,8,1,0,0,36,-100,36
H,2,3.6,3.5,1,0,0,100,-100,100
H,3.8,4,1.83,1,0,0,280,-100,280
D,2.9,3.5,2.38,0,1,0,-100,-100,-100
D,1.67,4,5,0,1,0,-100,-100,-100
H,1.5,4.5,6.5,1,0,0,50,-100,50
A,2.75,3.8,2.3,0,0,1,-100,130,-100
H,1.91,3.8,3.6,1,0,0,91,-100,91
H,1.5,4.33,6,1,0,0,50,-100,50
D,6.5,4.75,1.44,0,1,0,-100,-100,-100
H,4,3.4,1.95,1,0,0,300,-100,300
H,1.53,4.5,5.75,1,0,0,53,-100,53
A,3.1,3.1,2.45,0,0,1,-100,145,-100
H,1.25,5.75,13,1,0,0,25,-100,25
H,1.9,3.5,4,1,0,0,90,-100,90
H,1.66,3.8,5.25,1,0,0,66,-100,66
H,3.1,3.2,2.37,1,0,0,210,-100,210
A,9,5.75,1.3,0,0,1,-100,30,-100
A,3.2,3.5,2.2,0,0,1,-100,120,-100
H,5.5,4.2,1.6,1,0,0,450,-100,450
H,1.18,7.5,13,1,0,0,18,-100,18
H,1.8,3.75,4.33,1,0,0,80,-100,80
D,2.55,3.2,2.87,0,1,0,-100,-100,-100
D,2.37,3.4,3,0,1,0,-100,-100,-100
H,1.08,11,26,1,0,0,8,-100,8
H,1.7,3.5,5.75,1,0,0,70,-100,70
D,5.5,4.2,1.57,0,1,0,-100,-100,-100
A,3.2,3.2,2.35,0,0,1,-100,135,-100
A,4.75,3.75,1.72,0,0,1,-100,72,-100
H,2.5,3.5,2.75,1,0,0,150,-100,150
H,1.25,6,12,1,0,0,25,-100,25
D,1.95,3.6,3.8,0,1,0,-100,-100,-100
A,2.3,3.2,3.3,0,0,1,-100,230,-100
D,2.5,3.4,2.8,0,1,0,-100,-100,-100
A,4.5,3.5,1.85,0,0,1,-100,85,-100
D,1.55,4,6.5,0,1,0,-100,-100,-100
D,2.45,3.3,2.9,0,1,0,-100,-100,-100
D,3.1,3.5,2.25,0,1,0,-100,-100,-100
H,1.36,4.75,9,1,0,0,36,-100,36
A,5,3.5,1.75,0,0,1,-100,75,-100
H,4.2,3.5,1.9,1,0,0,320,-100,320
H,1.5,4.6,6,1,0,0,50,-100,50
A,2.8,3.2,2.62,0,0,1,-100,162,-100
A,6,4,1.57,0,0,1,-100,57,-100
H,1.18,7.5,15,1,0,0,18,-100,18
D,2.9,3.5,2.4,0,1,0,-100,-100,-100
A,3.4,3.2,2.25,0,0,1,-100,125,-100
H,1.28,5.5,11,1,0,0,28,-100,28
A,4.33,4,1.75,0,0,1,-100,75,-100
H,1.7,3.75,5,1,0,0,70,-100,70
D,3,3.6,2.3,0,1,0,-100,-100,-100
A,1.83,3.25,5,0,0,1,-100,400,-100
A,3.8,3.6,1.95,0,0,1,-100,95,-100
H,1.2,7,13,1,0,0,20,-100,20
D,1.12,9.5,17,0,1,0,-100,-100,-100
A,2.15,3.3,3.5,0,0,1,-100,250,-100
H,2.4,3.3,3,1,0,0,140,-100,140
H,2.7,3.2,2.75,1,0,0,170,-100,170
A,4.33,4,1.75,0,0,1,-100,75,-100
A,5,3.8,1.7,0,0,1,-100,70,-100
A,2.62,3.2,2.75,0,0,1,-100,175,-100
A,1.36,5.25,8,0,0,1,-100,700,-100
H,1.61,3.8,5.75,1,0,0,61,-100,61
A,3,3.6,2.25,0,0,1,-100,125,-100
D,1.57,4,6,0,1,0,-100,-100,-100
D,2.2,3.4,3.3,0,1,0,-100,-100,-100
D,7,4.5,1.45,0,1,0,-100,-100,-100
A,2.62,3.2,2.8,0,0,1,-100,180,-100
H,2.15,3.3,3.5,1,0,0,115,-100,115
D,3.1,3.2,2.45,0,1,0,-100,-100,-100
D,1.45,4.33,7.5,0,1,0,-100,-100,-100
D,1.85,3.6,4.33,0,1,0,-100,-100,-100
H,1.36,4.75,9,1,0,0,36,-100,36
H,1.7,4,4.75,1,0,0,70,-100,70
H,1.61,4.2,5.25,1,0,0,61,-100,61
D,3,3.25,2.4,0,1,0,-100,-100,-100
D,3.1,3.4,2.3,0,1,0,-100,-100,-100
H,2.1,3.6,3.4,1,0,0,110,-100,110
A,1.75,3.75,4.75,0,0,1,-100,375,-100
D,2.87,3.5,2.4,0,1,0,-100,-100,-100
A,8.5,5.5,1.33,0,0,1,-100,33,-100
A,2.15,3.25,3.5,0,0,1,-100,250,-100
H,3.5,3.6,2.05,1,0,0,250,-100,250
H,1.12,9,19,1,0,0,12,-100,12
D,3.6,3.4,2.1,0,1,0,-100,-100,-100
H,2.3,3.5,3,1,0,0,130,-100,130
A,6.5,3.8,1.57,0,0,1,-100,57,-100
A,2.5,3.4,2.8,0,0,1,-100,180,-100
A,3.5,3.6,2.05,0,0,1,-100,105,-100
D,1.6,3.8,6,0,1,0,-100,-100,-100
H,1.83,3.75,4.2,1,0,0,83,-100,83
H,1.18,7,15,1,0,0,18,-100,18
D,1.9,3.6,4,0,1,0,-100,-100,-100
A,1.65,3.8,5.5,0,0,1,-100,450,-100
D,2.4,3.4,2.87,0,1,0,-100,-100,-100
D,1.95,3.5,3.9,0,1,0,-100,-100,-100
A,8,4.75,1.4,0,0,1,-100,40,-100
A,2.62,3.3,2.7,0,0,1,-100,170,-100
H,2.3,3.5,3,1,0,0,130,-100,130
A,3.1,3.6,2.2,0,0,1,-100,120,-100
A,2.4,3.5,2.87,0,0,1,-100,187,-100
H,2.6,3.3,2.75,1,0,0,160,-100,160
D,1.22,6.5,13,0,1,0,-100,-100,-100
A,1.14,8,19,0,0,1,-100,1800,-100
A,8.5,5,1.36,0,0,1,-100,36,-100
A,3.2,3.3,2.3,0,0,1,-100,130,-100
A,2.87,3.6,2.37,0,0,1,-100,137,-100
A,3.4,3.5,2.1,0,0,1,-100,110,-100
A,2.8,3.5,2.45,0,0,1,-100,145,-100
H,2.2,3.2,3.5,1,0,0,120,-100,120
H,1.95,3.6,3.75,1,0,0,95,-100,95
A,4.75,4,1.7,0,0,1,-100,70,-100
A,1.6,4,5.75,0,0,1,-100,475,-100
D,1.25,6,12,0,1,0,-100,-100,-100
H,2.45,3.2,3,1,0,0,145,-100,145
D,1.57,3.9,6,0,1,0,-100,-100,-100
H,1.36,4.75,8.5,1,0,0,36,-100,36
D,3.1,3.25,2.37,0,1,0,-100,-100,-100
D,2.8,3.5,2.45,0,1,0,-100,-100,-100
H,4.75,4,1.7,1,0,0,375,-100,375
A,4.75,3.75,1.75,0,0,1,-100,75,-100
H,2.45,3.3,2.9,1,0,0,145,-100,145
D,2.7,3.2,2.7,0,1,0,-100,-100,-100
D,2.62,3.4,2.7,0,1,0,-100,-100,-100
H,3.6,3.5,2.05,1,0,0,260,-100,260
H,6.5,4.75,1.45,1,0,0,550,-100,550
H,3,3.25,2.4,1,0,0,200,-100,200
H,1.45,4.75,6.5,1,0,0,45,-100,45
H,1.14,8,19,1,0,0,14,-100,14
H,1.7,4.2,4.5,1,0,0,70,-100,70
H,1.44,4.75,7,1,0,0,44,-100,44
A,2.2,3.4,3.3,0,0,1,-100,230,-100
H,1.28,6,9,1,0,0,28,-100,28
D,3.5,3.3,2.15,0,1,0,-100,-100,-100
D,2.05,3.4,3.75,0,1,0,-100,-100,-100
H,2.25,3.2,3.4,1,0,0,125,-100,125
H,1.61,4,5.5,1,0,0,61,-100,61
H,1.28,5.75,10,1,0,0,28,-100,28
D,1.57,4,6,0,1,0,-100,-100,-100
D,1.95,3.5,3.9,0,1,0,-100,-100,-100
H,2.4,3.3,3,1,0,0,140,-100,140
D,2.37,3.5,2.87,0,1,0,-100,-100,-100
A,10,5.25,1.3,0,0,1,-100,30,-100
D,1.95,3.6,3.8,0,1,0,-100,-100,-100
D,1.85,3.5,4.33,0,1,0,-100,-100,-100
A,9,5.25,1.33,0,0,1,-100,33,-100
A,7.5,5.25,1.36,0,0,1,-100,36,-100
H,1.6,4.2,5.25,1,0,0,60,-100,60
H,1.95,3.75,3.75,1,0,0,95,-100,95
H,4.75,3.6,1.75,1,0,0,375,-100,375
H,2.3,3.3,3.2,1,0,0,130,-100,130
D,2.45,3.2,3,0,1,0,-100,-100,-100
A,8,4.75,1.4,0,0,1,-100,40,-100
A,12,7,1.2,0,0,1,-100,20,-100
D,1.95,3.6,3.8,0,1,0,-100,-100,-100
H,1.5,4.33,6.5,1,0,0,50,-100,50
H,1.36,5,8.5,1,0,0,36,-100,36
H,2.37,3.4,3,1,0,0,137,-100,137
H,3.4,3.5,2.1,1,0,0,240,-100,240
H,2.25,3.3,3.3,1,0,0,125,-100,125
H,1.14,8,19,1,0,0,14,-100,14
H,1.61,4,5.5,1,0,0,61,-100,61
H,1.25,5.75,12,1,0,0,25,-100,25
H,1.2,7,13,1,0,0,20,-100,20
A,7,4.5,1.45,0,0,1,-100,45,-100
D,3.6,3.6,2,0,1,0,-100,-100,-100
H,1.66,4.1,4.75,1,0,0,66,-100,66
H,2.3,3.2,3.3,1,0,0,130,-100,130
A,3.3,3.3,2.25,0,0,1,-100,125,-100
H,1.14,8.5,15,1,0,0,14,-100,14
A,2.25,3.1,3.5,0,0,1,-100,250,-100
D,2.15,3.3,3.5,0,1,0,-100,-100,-100
H,2.1,3.6,3.3,1,0,0,110,-100,110
D,1.22,6.5,13,0,1,0,-100,-100,-100
H,1.12,9,19,1,0,0,12,-100,12
A,3.9,3.8,1.83,0,0,1,-100,83,-100
A,13,7.5,1.18,0,0,1,-100,18,-100
D,7,4.2,1.5,0,1,0,-100,-100,-100
D,5.25,4.75,1.53,0,1,0,-100,-100,-100
H,1.18,7.5,13,1,0,0,18,-100,18
A,8,4.75,1.4,0,0,1,-100,40,-100
H,1.72,3.8,4.75,1,0,0,72,-100,72
A,1.8,3.9,4.2,0,0,1,-100,320,-100
A,5.25,3.8,1.65,0,0,1,-100,65,-100
H,1.9,3.4,4.2,1,0,0,90,-100,90
D,6.5,4.75,1.44,0,1,0,-100,-100,-100
H,1.65,3.75,5.5,1,0,0,65,-100,65
D,3.75,3.5,2,0,1,0,-100,-100,-100
A,3.4,3.6,2.1,0,0,1,-100,110,-100
H,8,5.5,1.33,1,0,0,700,-100,700
D,1.4,4.5,7.5,0,1,0,-100,-100,-100
A,19,8,1.14,0,0,1,-100,14,-100
H,1.36,5,9,1,0,0,36,-100,36
A,5.75,4.75,1.5,0,0,1,-100,50,-100
A,5,4.2,1.61,0,0,1,-100,61,-100
A,3.1,3.4,2.3,0,0,1,-100,130,-100
H,3,3.3,2.4,1,0,0,200,-100,200
A,2.75,3.2,2.62,0,0,1,-100,162,-100
H,2.05,3.5,3.5,1,0,0,105,-100,105
D,3.1,3.5,2.25,0,1,0,-100,-100,-100
A,1.53,4.33,6,0,0,1,-100,500,-100
